build,computer.platform,date,time,subject,blockcode,trialcode,latency,response,expressions.nr_targettrials_AX,expressions.nr_nontargettrials_AY,expressions.nr_nontargettrials_BX,expressions.nr_nontargettrials_BY,expressions.phase1trials,expressions.phase3trials,blocknum,trialnum,values.counttrials,values.trialtype,values.phase,values.cue,values.distractor1,values.distractor2,values.probe,stimulusitem1,correct
5.0.6.0,win,12317,20:27:35,41,axcpt,task2_instruct18,1136,57,175,25,25,25,100,150,22,17,0,0,0,0,0,0,0,task2_instruct18.png,0
5.0.6.0,win,12317,20:27:35,41,axcpt,task2_instruct19,4744,57,175,25,25,25,100,150,22,18,0,0,0,0,0,0,0,task2_instruct19.png,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,20,0,2,0,0,0,0,0,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AY,749,3,175,25,25,25,100,150,22,21,1,2,1,A,E,L,Z,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,22,1,2,1,A,E,L,Z,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,23,1,1,1,A,E,L,Z,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,483,2,175,25,25,25,100,150,22,24,2,1,1,A,T,Z,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,25,2,1,1,A,T,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,26,2,1,1,A,T,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,335,2,175,25,25,25,100,150,22,27,3,1,1,A,E,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,28,3,1,1,A,E,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,29,3,1,1,A,E,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,305,2,175,25,25,25,100,150,22,30,4,1,1,A,S,G,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,31,4,1,1,A,S,G,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,32,4,1,1,A,S,G,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,301,2,175,25,25,25,100,150,22,33,5,1,1,A,M,Z,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,34,5,1,1,A,M,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,35,5,3,1,A,M,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,234,3,175,25,25,25,100,150,22,36,6,3,1,F,G,B,X,F,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,37,6,3,1,F,G,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,38,6,1,1,F,G,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,290,2,175,25,25,25,100,150,22,39,7,1,1,A,I,G,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,40,7,1,1,A,I,G,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,41,7,4,1,A,I,G,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BY,285,3,175,25,25,25,100,150,22,42,8,4,1,U,N,H,E,U,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,43,8,4,1,U,N,H,E,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,44,8,2,1,U,N,H,E,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AY,456,3,175,25,25,25,100,150,22,45,9,2,1,A,N,O,U,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,46,9,2,1,A,N,O,U,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,47,9,1,1,A,N,O,U,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,475,2,175,25,25,25,100,150,22,48,10,1,1,A,G,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,49,10,1,1,A,G,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,50,10,1,1,A,G,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,467,2,175,25,25,25,100,150,22,51,11,1,1,A,C,H,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,52,11,1,1,A,C,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,53,11,2,1,A,C,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AY,398,3,175,25,25,25,100,150,22,54,12,2,1,A,D,R,E,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,55,12,2,1,A,D,R,E,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,56,12,4,1,A,D,R,E,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BY,444,3,175,25,25,25,100,150,22,57,13,4,1,F,U,L,M,F,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,58,13,4,1,F,U,L,M,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,59,13,1,1,F,U,L,M,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,327,2,175,25,25,25,100,150,22,60,14,1,1,A,D,J,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,61,14,1,1,A,D,J,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,62,14,1,1,A,D,J,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,371,2,175,25,25,25,100,150,22,63,15,1,1,A,H,O,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,64,15,1,1,A,H,O,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,65,15,1,1,A,H,O,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,422,2,175,25,25,25,100,150,22,66,16,1,1,A,T,O,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,67,16,1,1,A,T,O,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,68,16,1,1,A,T,O,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,497,2,175,25,25,25,100,150,22,69,17,1,1,A,D,Q,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,70,17,1,1,A,D,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,71,17,2,1,A,D,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AY,398,3,175,25,25,25,100,150,22,72,18,2,1,A,U,M,R,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,73,18,2,1,A,U,M,R,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,74,18,3,1,A,U,M,R,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,419,3,175,25,25,25,100,150,22,75,19,3,1,V,J,R,X,V,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,76,19,3,1,V,J,R,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,77,19,1,1,V,J,R,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,489,3,175,25,25,25,100,150,22,78,20,1,1,A,O,N,X,A,0
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,79,20,1,1,A,O,N,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,80,20,3,1,A,O,N,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,487,2,175,25,25,25,100,150,22,81,21,3,1,I,H,D,X,I,0
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,82,21,3,1,I,H,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,83,21,1,1,I,H,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,454,2,175,25,25,25,100,150,22,84,22,1,1,A,L,V,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,85,22,1,1,A,L,V,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,86,22,1,1,A,L,V,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,330,2,175,25,25,25,100,150,22,87,23,1,1,A,G,C,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,88,23,1,1,A,G,C,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,89,23,1,1,A,G,C,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,334,2,175,25,25,25,100,150,22,90,24,1,1,A,U,E,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,91,24,1,1,A,U,E,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,92,24,1,1,A,U,E,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,365,2,175,25,25,25,100,150,22,93,25,1,1,A,H,P,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,94,25,1,1,A,H,P,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,95,25,1,1,A,H,P,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,433,2,175,25,25,25,100,150,22,96,26,1,1,A,T,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,97,26,1,1,A,T,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,98,26,3,1,A,T,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,514,2,175,25,25,25,100,150,22,99,27,3,1,G,R,Z,X,G,0
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,100,27,3,1,G,R,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,101,27,1,1,G,R,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,460,2,175,25,25,25,100,150,22,102,28,1,1,A,E,G,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,103,28,1,1,A,E,G,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,104,28,1,1,A,E,G,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,460,2,175,25,25,25,100,150,22,105,29,1,1,A,E,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,106,29,1,1,A,E,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,107,29,1,1,A,E,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,485,2,175,25,25,25,100,150,22,108,30,1,1,A,I,D,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,109,30,1,1,A,I,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,110,30,1,1,A,I,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,492,2,175,25,25,25,100,150,22,111,31,1,1,A,I,V,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,112,31,1,1,A,I,V,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,113,31,1,1,A,I,V,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,411,2,175,25,25,25,100,150,22,114,32,1,1,A,J,D,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,115,32,1,1,A,J,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,116,32,1,1,A,J,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,288,2,175,25,25,25,100,150,22,117,33,1,1,A,E,R,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,118,33,1,1,A,E,R,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,119,33,1,1,A,E,R,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,328,2,175,25,25,25,100,150,22,120,34,1,1,A,Q,Z,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,121,34,1,1,A,Q,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,122,34,1,1,A,Q,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,345,2,175,25,25,25,100,150,22,123,35,1,1,A,M,Q,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,124,35,1,1,A,M,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,125,35,1,1,A,M,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,350,2,175,25,25,25,100,150,22,126,36,1,1,A,R,Z,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,127,36,1,1,A,R,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,128,36,1,1,A,R,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,395,2,175,25,25,25,100,150,22,129,37,1,1,A,H,Z,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,130,37,1,1,A,H,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,131,37,1,1,A,H,Z,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,367,2,175,25,25,25,100,150,22,132,38,1,1,A,U,B,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,133,38,1,1,A,U,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,134,38,1,1,A,U,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,282,2,175,25,25,25,100,150,22,135,39,1,1,A,L,Q,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,136,39,1,1,A,L,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,137,39,1,1,A,L,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,407,2,175,25,25,25,100,150,22,138,40,1,1,A,I,R,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,139,40,1,1,A,I,R,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,140,40,1,1,A,I,R,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,327,2,175,25,25,25,100,150,22,141,41,1,1,A,U,D,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,142,41,1,1,A,U,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,143,41,1,1,A,U,D,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,312,2,175,25,25,25,100,150,22,144,42,1,1,A,T,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,145,42,1,1,A,T,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,146,42,4,1,A,T,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BY,246,3,175,25,25,25,100,150,22,147,43,4,1,G,C,N,T,G,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,148,43,4,1,G,C,N,T,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,149,43,1,1,G,C,N,T,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,383,2,175,25,25,25,100,150,22,150,44,1,1,A,U,M,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,151,44,1,1,A,U,M,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,152,44,1,1,A,U,M,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,401,2,175,25,25,25,100,150,22,153,45,1,1,A,O,T,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,154,45,1,1,A,O,T,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,155,45,3,1,A,O,T,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,425,3,175,25,25,25,100,150,22,156,46,3,1,O,H,T,X,O,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,157,46,3,1,O,H,T,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,158,46,1,1,O,H,T,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,285,2,175,25,25,25,100,150,22,159,47,1,1,A,F,H,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,160,47,1,1,A,F,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,161,47,1,1,A,F,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,457,2,175,25,25,25,100,150,22,162,48,1,1,A,M,Q,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,163,48,1,1,A,M,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,164,48,1,1,A,M,Q,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,292,2,175,25,25,25,100,150,22,165,49,1,1,A,E,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,166,49,1,1,A,E,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,167,49,1,1,A,E,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,303,2,175,25,25,25,100,150,22,168,50,1,1,A,E,B,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,169,50,1,1,A,E,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,170,50,1,1,A,E,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,261,2,175,25,25,25,100,150,22,171,51,1,1,A,V,U,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,172,51,1,1,A,V,U,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,173,51,1,1,A,V,U,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,251,2,175,25,25,25,100,150,22,174,52,1,1,A,C,I,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,175,52,1,1,A,C,I,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,176,52,1,1,A,C,I,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,263,2,175,25,25,25,100,150,22,177,53,1,1,A,J,S,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,178,53,1,1,A,J,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,179,53,1,1,A,J,S,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,262,2,175,25,25,25,100,150,22,180,54,1,1,A,R,M,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,181,54,1,1,A,R,M,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,182,54,2,1,A,R,M,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AY,322,2,175,25,25,25,100,150,22,183,55,2,1,A,C,P,V,A,0
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,184,55,2,1,A,C,P,V,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,185,55,1,1,A,C,P,V,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,304,2,175,25,25,25,100,150,22,186,56,1,1,A,M,H,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,187,56,1,1,A,M,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,188,56,3,1,A,M,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,298,3,175,25,25,25,100,150,22,189,57,3,1,J,F,H,X,J,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,190,57,3,1,J,F,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,191,57,1,1,J,F,H,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,341,2,175,25,25,25,100,150,22,192,58,1,1,A,N,V,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,193,58,1,1,A,N,V,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,194,58,4,1,A,N,V,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BY,224,3,175,25,25,25,100,150,22,195,59,4,1,D,M,T,O,D,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,196,59,4,1,D,M,T,O,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,197,59,1,1,D,M,T,O,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,285,2,175,25,25,25,100,150,22,198,60,1,1,A,N,J,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,199,60,1,1,A,N,J,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,200,60,1,1,A,N,J,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,290,2,175,25,25,25,100,150,22,201,61,1,1,A,S,F,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,202,61,1,1,A,S,F,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,203,61,3,1,A,S,F,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,BX,241,3,175,25,25,25,100,150,22,204,62,3,1,F,U,B,X,F,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,205,62,3,1,F,U,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,206,62,1,1,F,U,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,241,2,175,25,25,25,100,150,22,207,63,1,1,A,Q,T,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,208,63,1,1,A,Q,T,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,209,63,2,1,A,Q,T,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AY,434,3,175,25,25,25,100,150,22,210,64,2,1,A,U,H,Z,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,211,64,2,1,A,U,H,Z,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,212,64,1,1,A,U,H,Z,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,530,2,175,25,25,25,100,150,22,213,65,1,1,A,R,B,X,A,1
5.0.6.0,win,12317,20:27:35,41,axcpt,ISI_probe,300,0,175,25,25,25,100,150,22,214,65,1,1,A,R,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,trialselector,0,0,175,25,25,25,100,150,22,215,65,1,1,A,R,B,X,0,0
5.0.6.0,win,12317,20:27:35,41,axcpt,AX,464,2,175,25,25,25,100,150,22,216,66,1,1,A,M,R,X,A,1
